loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,emp_length,home_2ership,annual_inc,verification_status,purpose,title,dti,delinq_2yrs,inq_last_6mths,open_acc,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,last_pymnt_amnt,collections_12_mths_ex_med,application_type,verification_status_joint,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,disbursement_method,target
14000,14000,14000,1,0.1131,306.57,1,4,0,32000,1,1,1,35.82,0,2,22,14441,0.315,70,1,13649.11,13649.11,599.94,599.94,350.89,249.05,0,306.57,0,1,-1,0,202660,4,2,3,3,1,20775,84,3,3,7726,50,45900,12,29,10,7,9212,3539,73,134,228,2,1,4,63,0,0,6,12,7,10,37,19,29,12,22,0,0,6,94.2,42.9,241254,35216,13100,24729,0,0
12000,12000,12000,1,0.1356,276.49,2,11,0,63000,1,1,1,38.36,0,1,14,15482,0.427,26,1,11572.54,11572.54,806.87,806.87,427.46,379.41,0,276.49,0,0,-1,0,212914,2,2,1,1,7,46012,35,3,4,3375,40,36300,2,1,3,6,15208,13995,47.8,96,61,3,3,1,4,3,0,5,6,6,7,12,11,13,6,14,0,0,4,100,16.7,253396,61494,26800,63096,1,0
23000,23000,23000,0,0.0819,722.76,0,10,1,65000,1,0,0,29.06,0,3,27,8548,0.141,49,1,21864.57,21864.57,1429.82,1429.82,1135.43,294.39,0,722.76,0,0,-1,0,46276,4,4,4,4,4,37728,87,3,3,2482,45,60500,1,0,4,7,1714,27847,17.6,121,81,1,1,0,1,2,0,5,8,13,13,24,23,25,8,27,0,0,7,100,0,103717,46276,33800,43217,1,0
5000,5000,5000,0,0.1992,185.62,3,10,1,54000,0,0,0,0.56,0,0,1,962,0.74,2,1,4687,4687,543.03,543.03,313,230.03,0,185.62,0,0,-1,0,962,0,0,0,0,,0,,1,1,962,74,1300,1,0,4,1,962,338,74,,206,8,8,0,8,4,0,1,1,1,2,0,1,2,1,1,0,0,1,100,0,1300,962,1300,0,1,0
12800,12800,12800,1,0.1356,294.93,2,1,1,96000,1,1,1,24.76,0,2,21,37067,0.67,32,1,12344.02,12344.02,860.68,860.68,455.98,404.7,0,294.93,0,0,-1,0,150896,4,2,1,1,4,113829,95,6,7,5100,71,55300,1,0,3,8,7186,12586,68,154,216,2,2,0,2,4,0,13,17,14,15,9,19,23,17,21,0,0,7,100,50,161136,150896,39300,105836,1,0
20000,20000,20000,1,0.2235,556.37,3,10,1,151000,0,0,0,18.31,0,0,9,68878,0.994,26,1,19628.84,19628.84,1075.49,1075.49,371.16,704.33,0,556.37,0,0,-1,0,159134,0,3,0,0,85,90256,27,1,1,24721,80,69300,0,0,0,1,17682,302,99.5,300,297,8,8,0,8,,0,5,6,5,5,20,6,6,6,9,0,0,1,100,100,183447,159134,67100,114147,1,0
12000,12000,12000,1,0.1502,285.61,2,10,0,60000,1,0,0,27.24,0,1,10,15805,0.771,30,1,11588.66,11588.66,831.8,831.8,411.34,420.46,0,285.61,0,1,-1,0,340694,0,2,0,2,16,48145,89,0,3,5564,83,20500,1,0,2,6,34069,2308,81.2,194,126,13,13,2,19,1,1,4,6,4,7,13,7,13,6,10,0,0,0,86.7,75,350225,63950,12300,53932,0,0
5000,5000,5000,0,0.118,165.6,1,11,1,27000,1,1,1,5.33,0,0,5,1991,0.246,6,1,4765.98,4765.98,332.84,332.84,234.02,98.82,0,165.6,0,0,-1,0,26215,1,0,0,0,159,0,,3,4,601,81,8100,0,0,0,4,5243,6109,24.6,159,24,4,4,0,4,,1,4,4,4,4,1,4,4,4,5,0,0,3,83.3,0,32324,26215,8100,0,1,0
9100,9100,9100,0,0.0819,285.96,0,4,1,55000,1,1,1,22.32,0,1,15,16136,0.279,19,1,8650.77,8650.77,565.71,565.71,449.23,116.48,0,285.96,0,0,-1,0,50454,2,2,1,1,4,9689,61,2,2,8545,35,57800,1,2,1,4,3364,29717,34.5,151,109,2,2,0,2,4,0,6,10,7,7,4,12,13,10,15,0,0,3,100,14.3,112584,50454,45400,16000,1,0
30900,30900,30900,1,0.1131,676.63,1,0,0,85000,0,1,1,29.45,1,0,16,19066,0.714,40,1,30126.05,30126.05,1469.76,1469.76,773.95,695.81,0,676.63,0,0,-1,0,139879,0,4,0,4,14,29648,55,0,1,4548,60,26700,3,0,0,5,8742,7211,63.6,194,265,24,14,2,24,14,1,7,9,9,12,21,11,17,9,16,0,0,0,87.5,66.7,176925,48714,19800,54379,0,0
20000,20000,20000,0,0.1502,693.51,2,7,0,72000,1,1,1,30.62,0,2,10,13982,0.598,15,1,18653.76,18653.76,2038.81,2038.81,1346.24,692.57,0,693.51,0,0,-1,0,160016,2,2,0,1,21,44404,96,2,2,5603,81,23400,1,0,3,3,16002,5808,68.6,74,243,1,1,1,1,4,0,4,6,4,4,4,7,10,6,10,0,0,2,100,75,198783,58386,18500,85083,0,0
3600,3600,3575,0,0.0702,111.2,0,6,1,92000,1,11,11,11.24,0,0,6,3479,0.055,16,0,3327.99,3304.88,330.09,327.8,272.01,58.08,0,111.2,0,0,-1,0,141735,0,1,0,2,17,28668,,0,0,3400,6,63000,1,0,0,2,23623,54021,6.1,140,189,62,17,2,62,17,0,2,2,3,6,5,4,9,2,6,0,0,0,100,0,232292,32147,57500,36000,1,0
6000,6000,6000,0,0.1691,213.65,2,2,1,25000,0,4,4,24.72,0,0,15,5310,0.202,18,1,5607.22,5607.22,626.86,626.86,392.78,234.08,0,213.65,0,0,-1,144,9601,0,1,1,1,8,4291,86,5,6,1333,31,26300,1,0,3,7,686,12568,26.5,8,146,7,7,0,9,7,0,6,11,7,8,1,14,17,11,15,0,0,6,100,0,31300,9601,17100,5000,1,0
3025,3025,3025,0,0.234,117.73,4,4,0,50000,1,10,10,11.76,0,1,7,2029,0.121,18,1,0,0,3087.92125,3087.92,3025,62.92,0,3097.75,0,0,-1,0,10167,1,2,1,1,2,8138,50,0,1,0,31,16700,0,1,1,2,1695,,,70,303,24,2,2,,2,0,0,3,0,4,6,5,10,3,7,0,0,1,100,,33151,10167,0,16451,1,0
10000,10000,10000,1,0.0819,203.68,0,10,0,40000,0,0,0,13.74,0,0,17,6224,0.098,24,1,9728.22,9728.22,400.54,400.54,271.78,128.76,0,203.68,0,0,-1,0,139761,1,1,0,0,42,3996,28,1,3,1777,13,63200,0,0,0,3,8221,31620,7,55,130,5,5,1,5,18,0,2,6,7,10,2,15,21,6,17,0,0,1,100,0,215450,10220,34000,14500,0,0
11000,11000,11000,1,0.118,243.58,1,0,1,18000,1,1,1,23.47,0,0,7,14404,0.5,14,1,10727.84,10727.84,476.34,476.34,272.16,204.18,0,243.58,0,0,-1,75,14404,0,0,0,0,56,0,,0,1,3151,50,28800,0,0,0,1,2058,12383,45.7,56,57,22,22,0,31,,0,5,7,5,9,1,7,13,7,7,0,0,0,92.9,20,28800,14404,22800,0,0,0
25000,25000,25000,0,0.1131,822.15,1,0,1,150000,1,0,0,5.15,1,1,11,4786,0.242,22,1,23821.42,23821.42,1620.74,1620.74,1178.58,442.16,0,822.15,0,0,-1,383,24350,1,1,0,1,22,19564,76,2,3,308,54,19800,2,1,1,4,2435,4989,5.9,161,153,0,0,0,11,0,0,2,4,3,4,9,10,13,4,11,0,0,2,81.8,0,45519,24350,5300,25719,1,0
4800,4800,4800,0,0.1691,170.92,2,3,1,33000,0,1,1,29.35,0,2,13,4833,0.273,22,1,4485.77,4485.77,501.49,501.49,314.23,187.26,0,170.92,0,0,-1,0,63574,4,4,2,2,6,58741,98,3,6,3035,82,17700,1,0,4,8,4890,6665,31.3,58,44,5,5,0,15,5,0,1,3,4,4,13,9,9,3,13,0,0,5,100,25,77548,63574,9700,59848,1,0
13000,13000,13000,0,0.1356,441.54,2,7,1,106000,0,0,0,18.42,0,2,29,10673,0.34,37,1,12407.39,12407.39,868.39,868.39,592.61,275.78,0,441.54,0,0,-1,0,57307,4,2,1,1,9,46634,83,11,25,2155,65,31400,5,1,15,26,1976,8510,44,158,194,0,0,0,1,1,0,8,20,10,12,5,27,32,20,29,0,0,12,100,0,87622,57307,15200,56222,1,0
30000,30000,30000,0,0.1992,1113.69,3,10,2,215000,0,0,0,17.09,5,1,35,36062,0.598,56,1,28122.1,28122.1,3258.07,3258.07,1877.9,1380.17,0,1113.69,0,0,-1,0,391249,2,3,0,1,14,87657,68,3,3,7817,63,59400,3,0,2,4,11179,3604,90.7,151,274,0,0,1,0,0,1,11,16,13,17,12,29,41,16,35,0,1,3,91.3,61.5,485816,126854,36500,116454,1,0
30000,30000,30000,1,0.1072,648.1,1,1,0,66500,0,1,1,13.03,0,0,4,13651,0.455,5,1,29236.4,29236.4,1269.4,1269.4,763.6,505.8,0,648.1,0,0,-1,0,286928,0,1,1,1,11,17672,88,1,1,10380,63,30000,0,1,1,3,71732,16349,45.5,50,139,7,7,1,7,11,0,2,2,2,2,2,2,2,2,4,0,0,2,100,0,309434,31323,30000,20000,1,0
15000,15000,15000,0,0.118,496.79,1,10,0,100000,0,7,7,22.33,0,1,20,4352,0.164,33,1,14297.99,14297.99,978.83,978.83,702.01,276.82,0,496.79,0,0,-1,0,489320,1,5,2,4,4,135925,105,4,5,4352,84,26600,3,0,4,10,27184,11348,27.7,152,453,7,4,2,13,4,2,1,1,5,7,12,12,18,1,20,0,0,7,81.8,0,507742,148069,15700,124322,1,0
14500,14500,14500,0,0.1298,488.43,1,0,0,32000,2,0,0,39.12,0,1,9,8577,0.285,13,1,13833.24,13833.24,961.18,961.18,666.76,294.42,0,488.43,0,0,-1,124,21019,1,3,0,2,13,12442,24,1,1,3337,26,30100,0,1,2,3,2335,20010,28.3,82,56,1,1,0,31,1,0,5,6,5,7,5,6,8,6,9,0,0,1,100,0,81635,21019,27900,51535,1,0
8000,8000,8000,0,0.1797,289.1,3,2,1,21500,0,0,0,2.68,0,0,4,374,0.34,6,1,7484.46,7484.46,847.33,847.33,515.54,331.79,0,289.1,0,0,-1,481,6459,2,2,2,2,2,6085,63,1,2,63,60,1100,0,0,1,4,1615,137,31.5,130,14,7,2,0,14,3,0,1,2,1,1,4,2,2,2,4,0,0,3,100,0,10835,6459,200,9735,1,0
17000,17000,17000,0,0.0646,520.73,0,3,1,52286,0,1,1,18.36,0,0,9,16842,0.858,10,1,16139.26,16139.26,1032.31,1032.31,860.74,171.57,0,520.73,0,0,-1,0,18088,0,1,0,0,33,1246,16,0,1,4843,65,21400,0,0,0,1,2010,3758,89.5,62,127,23,23,0,23,,0,7,7,7,7,2,8,8,7,9,0,0,0,100,71.4,29400,18088,20600,8000,0,0
33000,33000,33000,0,0.1356,1120.83,2,10,2,77000,0,0,0,26.01,0,0,21,18581,0.488,30,1,31495.69,31495.69,2241.66,2241.66,1504.31,737.35,0,1120.83,0,0,-1,0,37280,0,2,0,1,19,18699,45,6,7,4909,47,38100,0,1,1,8,1864,3752,80.5,126,349,9,9,0,9,8,0,7,14,7,10,8,19,22,14,21,0,0,6,100,85.7,79982,37280,19200,41882,1,0
9600,9600,9600,0,0.0646,294.06,0,4,1,72000,1,0,0,19.88,0,0,17,8836,0.26,17,1,9113.94,9113.94,582.95,582.95,486.06,96.89,0,294.06,0,0,-1,0,165635,0,10,1,1,9,156799,120,0,2,4121,95,34000,1,0,1,3,9743,17047,29.8,118,47,13,9,0,13,9,0,3,7,3,3,10,7,7,7,17,0,0,1,100,0,158560,165635,24300,124560,0,0
4000,4000,4000,0,0.1797,144.55,3,10,1,40000,1,0,0,14.7,0,1,17,10473,0.386,34,1,0,0,4123.844566,4123.84,4000,123.84,0,3989.27,0,0,-1,0,101873,4,0,1,2,9,0,,3,5,1342,39,27100,1,1,3,8,5993,4097,39.8,157,106,1,1,1,21,4,0,6,13,6,7,14,16,19,13,17,0,0,5,100,16.7,118500,10473,6800,0,1,0
6000,6000,6000,0,0.0646,183.79,0,1,1,38400,0,0,0,21.66,0,0,10,6400,0.262,14,1,5696.2,5696.2,365.43,365.43,303.8,61.63,0,183.79,0,0,-1,3408,30397,1,3,0,3,16,23997,69,4,6,1938,51,24400,0,0,4,10,3040,12234,31.7,34,71,0,0,0,8,8,0,5,6,5,5,5,7,8,6,10,0,0,4,100,0,59411,30397,17900,35011,0,0
30000,30000,30000,1,0.0881,619.99,0,6,1,76232,2,1,1,17.03,0,0,12,29005,0.509,21,1,29197.59,29197.59,1217.96,1217.96,802.41,415.55,0,619.99,0,0,-1,0,42133,0,1,0,0,30,13128,63,0,0,7324,53,57000,0,0,0,0,3511,25744,52.9,132,177,27,27,0,27,,0,6,7,9,14,4,10,16,7,12,0,0,0,100,0,79370,42133,54700,20802,0,0
28000,28000,28000,0,0.0646,857.67,0,11,2,50000,1,0,0,10.25,0,1,24,14931,0.207,49,1,26582.32,26582.32,1700.27,1700.27,1417.68,282.59,0,857.67,0,0,-1,0,177915,3,0,0,0,48,0,,5,10,4609,21,75200,3,0,6,11,7735,25059,30.8,48,220,3,3,4,5,3,0,6,9,10,21,1,23,44,9,24,0,0,6,100,30,239200,14931,36200,0,0,0
8000,8000,8000,0,0.0702,247.09,0,10,0,78000,0,0,0,7.71,0,0,14,1548,0.017,32,1,7598.25,7598.25,489.5,489.5,401.75,87.75,0,247.09,0,0,-1,0,15154,0,1,0,1,20,3607,37,0,3,351,5,91500,1,0,0,4,1166,77180,1.6,105,265,21,20,1,21,20,0,5,7,7,12,6,11,24,7,14,0,0,0,100,0,172300,5155,78400,9800,1,0
18000,18000,18000,1,0.118,398.59,1,10,0,85000,1,0,0,27.04,0,0,14,24355,0.23,28,1,17328.67,17328.67,1166.27,1166.27,671.33,494.94,0,398.59,0,1,1,0,481180,0,3,0,2,19,58924,76,1,2,8761,35,105900,0,0,0,4,37014,71711,25.3,136,351,8,8,2,8,21,0,6,7,7,8,9,9,17,7,14,0,0,1,100,0,637030,83279,96000,79130,1,0
15000,15000,15000,0,0.1072,489.1,1,2,1,88100,0,0,0,9.28,0,1,9,3985,0.108,16,1,14286.63,14286.63,964.8,964.8,713.37,251.43,0,489.1,0,0,-1,0,51482,3,2,1,2,5,47497,104,2,6,3655,62,36900,1,1,1,8,5720,31215,11.3,110,32,4,4,0,4,5,4,2,2,5,5,9,7,7,2,9,0,0,3,73.3,0,82778,51482,35200,45878,1,0
10000,10000,10000,0,0.1447,344.07,2,5,0,130000,1,0,0,25.68,0,3,30,47458,0.469,44,1,9321.42,9321.42,1012.11,1012.11,678.58,333.53,0,344.07,0,0,-1,0,102177,4,5,0,1,17,54719,112,5,12,7843,61,101100,2,0,4,13,3523,30659,52.4,277,155,2,2,0,2,5,0,9,12,15,17,15,25,29,12,30,0,0,5,93.2,28.6,166845,102177,64400,65745,1,0
6000,6000,6000,0,0.1072,195.64,1,11,0,19764,1,1,1,30.72,0,1,7,6896,0.657,21,1,0,0,6056.880592,6056.88,6000,56.88,0,6065.81,0,0,-1,0,21236,1,1,1,1,6,14340,92,0,0,367,81,10500,0,7,1,1,3539,433,45.9,79,314,39,6,1,75,6,0,1,5,2,5,3,6,17,5,7,0,0,1,100,0,26130,21236,800,15630,1,0
22000,22000,22000,1,0.1072,475.27,1,0,1,140000,1,1,1,15.35,0,0,8,21619,0.435,25,1,21440.04,21440.04,930.89,930.89,559.96,370.93,0,475.27,0,0,-1,0,41930,0,2,0,0,33,20311,30,0,1,12975,40,49700,0,5,0,1,5990,18116,54.4,171,177,17,17,0,17,,0,4,5,5,8,11,6,13,5,8,0,0,0,100,25,110138,41930,39700,60438,1,0
10000,10000,10000,0,0.1356,339.65,2,9,0,73000,2,0,0,12.26,0,0,9,14702,0.139,19,1,9312.34,9312.34,1000.12,1000.12,687.66,312.46,0,339.65,0,0,-1,0,54809,1,2,1,1,7,40107,88,1,1,8026,18,105400,1,0,2,2,6090,90698,13.9,160,340,6,6,0,6,7,2,5,5,7,11,7,7,12,5,9,0,0,2,72.2,28.6,161934,54809,105400,56534,1,0
15000,15000,15000,1,0.0819,305.52,0,0,0,45000,1,0,0,12.72,0,0,5,14101,0.592,5,1,14592.32,14592.32,600.8,600.8,407.68,193.12,0,305.52,0,0,-1,0,185991,0,1,0,0,30,7875,46,0,2,7357,54,23800,0,0,0,2,37198,9699,59.2,30,42,15,15,1,15,,0,3,3,3,3,1,3,3,3,5,0,0,0,100,33.3,211884,21976,23800,17084,0,0
1400,1400,1400,0,0.1691,49.86,2,10,0,28800,2,4,4,18.21,1,0,8,8250,0.532,23,0,596.68,596.68,846.29,846.29,803.32,42.97,0,49.86,0,0,-1,0,129196,1,1,1,4,3,456,81,0,0,3245,54,15500,0,0,0,4,16150,1186,79.9,137,235,34,3,2,134,17,0,3,5,3,5,11,6,10,5,8,0,0,1,91.3,66.7,138736,8706,5900,561,1,0
24000,24000,24000,1,0.1072,518.48,1,6,0,117000,0,0,0,25.53,0,1,22,41043,0.392,36,1,23389.12,23389.12,1015.52,1015.52,610.88,404.64,0,518.48,0,0,-1,0,440120,4,5,1,2,6,99575,90,3,4,15450,62,104700,0,8,1,7,20005,43139,45.7,78,110,2,2,4,15,2,0,8,12,9,13,8,16,24,12,22,0,0,4,100,33.3,534667,140618,79500,123117,1,0
25000,25000,25000,1,0.1072,540.08,1,10,0,106000,2,0,0,4.55,0,0,5,2898,0.074,6,1,24363.67,24363.67,1065.28,1065.28,636.33,428.95,0,540.08,0,0,-1,0,344068,0,1,1,1,11,6814,76,0,1,2821,20,38900,1,0,3,3,68814,36002,7.4,11,30,18,8,2,18,9,0,2,2,3,3,1,3,3,2,5,0,0,2,100,0,398900,9712,38900,9000,1,0
35000,35000,35000,1,0.1356,806.43,2,3,0,134400,0,0,0,15.53,0,0,9,29084,0.657,20,1,33753.23,33753.23,2181.99,2181.99,1246.77,935.22,0,806.43,0,0,-1,0,456932,0,3,1,2,12,60485,78,1,2,21062,71,44300,1,0,4,5,50770,6806,80,132,108,12,12,2,63,1,0,2,3,2,4,9,5,9,3,9,0,0,3,95,50,488795,89569,34000,71620,0,0
40000,40000,40000,1,0.1033,856.4,1,10,1,150000,0,0,0,7.76,0,1,6,4605,0.291,17,1,38971.46,38971.46,1678.37,1678.37,1028.54,649.83,0,856.4,0,0,-1,0,41071,1,2,1,1,6,36466,72,0,0,4605,62,15800,1,2,4,1,6845,4395,51.2,100,439,39,6,2,39,0,0,1,1,2,2,9,4,6,1,6,0,0,1,94.1,50,66462,41071,9000,50662,1,0
40000,40000,40000,1,0.1502,952.02,2,0,0,58000,2,8,8,24.56,0,0,26,12526,0.115,42,1,38628.92,38628.92,2772.62,2772.62,1371.08,1401.54,0,952.02,0,1,2,0,189703,0,16,0,0,41,177177,118,2,4,10790,73,109100,1,0,2,4,7296,90574,12.1,112,119,10,10,0,10,5,0,2,2,9,10,29,10,13,2,26,0,0,2,100,0,259934,189703,103100,150834,1,0
4000,4000,4000,0,0.1691,142.44,2,10,0,99541,0,8,8,24.91,0,1,25,26074,0.493,46,1,3738.12,3738.12,417.93,417.93,261.88,156.05,0,142.44,0,0,-1,359,128499,3,4,1,3,3,31333,55,2,5,5208,52,52900,4,2,2,8,5140,11166,65.9,194,178,5,3,2,6,6,1,11,15,12,18,11,19,32,15,25,0,0,3,97.8,33.3,189500,57790,32700,56567,1,0
5500,5500,5500,0,0.0819,172.84,0,3,2,54080,2,11,11,33.62,0,0,15,5958,0.285,40,1,5228.47,5228.47,341.93,341.93,271.53,70.4,0,172.84,0,1,2,784,269013,1,10,1,2,4,112147,102,0,2,1728,85,20900,1,7,0,4,17934,5672,23.4,127,94,13,4,2,13,13,0,1,3,2,3,30,4,8,3,15,0,0,1,100,0,291961,118105,7400,111741,1,0
20000,20000,20000,0,0.0646,612.62,0,0,1,48000,1,1,1,15.41,0,1,11,16075,0.618,14,1,18422.56,18422.56,1827.09,1827.09,1577.44,249.65,0,612.62,0,0,-1,0,206757,3,4,2,2,1,10038,90,1,2,7183,70,26000,1,2,2,5,18796,6085,69.3,63,90,5,1,1,27,5,0,3,6,3,4,5,6,8,6,11,0,0,3,100,33.3,221603,26113,19800,11103,0,0
9000,9000,9000,0,0.0646,275.68,0,10,0,85000,1,1,1,12.41,0,1,12,13143,0.592,26,1,8544.32,8544.32,546.52,546.52,455.68,90.84,0,275.68,0,0,-1,0,258137,2,2,0,0,25,4333,18,3,7,3866,37,22200,0,0,1,8,21511,1311,90,136,301,1,1,3,4,1,2,4,6,4,5,8,9,15,6,12,0,0,3,84.6,100,292235,17476,13100,24581,0,0
25000,25000,25000,1,0.0819,509.19,0,0,0,75631,2,1,1,33.64,0,1,29,25208,0.176,69,1,24321.18,24321.18,1001.32,1001.32,678.82,322.5,0,509.19,0,0,-1,0,431112,3,7,1,2,4,254627,117,3,3,11269,49,142900,1,6,5,6,14866,102810,19.5,206,459,4,4,4,4,4,0,6,8,13,21,31,20,34,8,29,0,0,5,100,0,545544,279835,127700,232644,0,0
32275,32275,32275,0,0.0819,1014.22,0,6,1,92136,2,8,8,16.91,0,0,6,1976,0.088,15,1,30681.7,30681.7,2006.41,2006.41,1593.3,413.11,0,1014.22,0,0,-1,0,21945,0,1,0,1,21,19969,,0,0,1976,8,22500,1,0,0,1,3658,20524,8.8,52,99,64,21,2,64,21,0,1,1,4,7,2,4,10,1,6,0,0,0,100,0,63426,21945,22500,40000,1,0
14000,14000,14000,1,0.1356,322.58,2,2,1,38000,2,1,1,15.22,0,0,6,253,0.012,20,1,13501.27,13501.27,941.37,941.37,498.73,442.64,0,322.58,0,0,-1,0,12951,2,1,2,3,1,12698,100,1,2,253,39,20600,0,2,0,5,2159,17547,1.4,253,99,6,1,2,16,17,1,1,1,3,5,10,5,8,1,6,0,0,3,90,0,33298,12951,17800,12698,1,0
35000,35000,35000,0,0.1447,1204.23,2,1,0,82000,0,0,0,64.57,0,3,45,40523,0.415,71,1,33426.19,33426.19,2366.26,2366.26,1573.81,792.45,0,1204.23,0,1,0,0,506330,4,5,2,3,1,94978,56,6,15,3564,49,97700,1,7,7,21,11252,26649,26.8,123,108,1,1,5,1,1,0,6,24,12,15,20,39,46,24,45,0,0,10,100,25,608328,135501,36400,138628,1,0
10000,10000,10000,1,0.1992,264.5,3,0,0,143000,0,0,0,22.33,0,1,14,12718,0.382,27,1,9699.57,9699.57,765.83,765.83,300.43,465.4,0,264.5,0,0,-1,0,133108,1,5,2,4,6,120390,89,0,2,3321,74,33300,5,0,7,7,9508,16207,27.6,263,220,13,6,1,13,6,0,4,7,6,8,12,9,14,7,14,0,0,2,100,50,159813,133108,22400,126513,1,0
5000,5000,5000,0,0.0881,158.56,0,4,1,400000,0,1,1,4.43,0,1,19,5612,0.074,28,1,4755.4,4755.4,313.45,313.45,244.6,68.85,0,158.56,0,0,-1,0,70629,4,3,4,5,2,65017,98,2,5,356,50,75500,0,0,1,10,3717,64520,2.1,152,150,2,2,0,2,3,0,12,14,13,15,6,16,22,14,19,0,0,6,100,0,141602,70629,65900,66102,1,0
16000,16000,16000,0,0.0702,494.18,0,10,0,78000,0,0,0,24.2,0,0,10,721,0.041,23,1,15196.5,15196.5,979,979,803.5,175.5,0,494.18,0,0,-1,0,200953,3,5,5,7,2,50675,85,0,0,534,66,17800,0,0,1,8,20095,8879,7.5,207,199,28,2,2,28,6,0,2,2,3,8,12,4,9,2,10,0,0,5,100,0,234973,51396,9600,59873,1,0
30000,30000,30000,0,0.0756,934.02,0,10,0,113000,0,0,0,12.64,1,0,5,18380,0.859,14,1,28505.27,28505.27,1849.14,1849.14,1494.73,354.41,0,934.02,0,0,-1,1819,28103,0,1,0,0,35,1161,8,0,0,12572,57,21400,0,0,0,0,5621,3020,85.9,93,338,28,28,2,28,,0,2,2,3,4,2,3,9,2,5,0,0,0,78.6,66.7,48935,28103,21400,15101,0,0
11000,11000,11000,1,0.118,243.58,1,10,1,38000,1,1,1,23.86,0,0,9,9222,0.599,23,1,10727.84,10727.84,476.34,476.34,272.16,204.18,0,243.58,0,0,-1,0,26922,1,1,0,2,24,17700,73,1,5,2761,68,15400,0,1,0,7,2991,158,97.1,56,127,6,6,0,16,16,0,3,7,3,5,5,8,18,7,9,0,0,1,100,100,39517,26922,5400,24117,0,0
12000,12000,12000,1,0.1502,285.61,2,10,0,125000,0,0,0,8.11,1,2,8,13017,0.67,17,1,11588.66,11588.66,831.8,831.8,411.34,420.46,0,285.61,0,0,-1,0,243510,2,1,0,0,29,4908,61,1,1,8728,67,19300,0,0,3,2,30438,4625,70,66,267,5,5,1,5,4,0,4,5,4,5,4,5,11,3,8,,0,2,94,50,272610,30507,18500,8000,1,0
2500,2500,2500,0,0.234,97.3,4,0,1,78000,0,4,4,12.08,0,0,4,7091,0.886,9,1,2351.49,2351.49,283.78,283.78,148.51,135.27,0,97.3,0,0,-1,0,17529,0,2,0,2,14,10438,37,1,1,0,48,8000,0,6,0,3,4382,,,127,60,8,8,0,,,0,0,2,0,0,6,2,3,2,4,0,0,1,88.9,,36462,17529,0,28462,1,0
7500,7500,7500,0,0.1033,243.17,1,5,1,75000,1,0,0,28.26,0,0,19,15600,0.768,22,0,7141.25,7141.25,479.88,479.88,358.75,121.13,0,243.17,0,0,-1,0,35587,1,4,2,3,3,19987,63,1,2,2194,68,20300,0,2,1,5,1977,1703,86.4,59,143,7,3,0,29,10,0,9,12,9,10,6,15,16,12,19,0,0,3,95.5,88.9,52272,35587,12500,31972,1,0
12000,12000,12000,1,0.1356,276.49,2,3,0,72000,1,1,1,18.02,0,0,14,13605,0.347,25,1,11572.54,11572.54,761.67,761.67,427.46,334.21,0,276.49,0,0,-1,0,265878,3,8,0,0,32,49984,80,1,1,4447,62,39200,0,1,1,3,18991,10941,43,123,74,4,4,2,36,7,0,2,3,3,3,18,5,5,3,14,0,0,3,100,33.3,305114,63589,19200,62664,1,0
35000,35000,35000,1,0.1614,853.74,2,1,0,75000,0,0,0,16.5,0,1,10,12291,0.683,17,1,33835.51,33835.51,2482.76,2482.76,1164.49,1318.27,0,853.74,0,1,0,0,64996,2,4,1,2,3,52705,81,1,2,4259,79,18000,0,0,1,4,6500,92,98.8,110,96,6,3,3,19,6,0,3,4,3,4,6,6,8,4,10,0,0,2,100,100,82805,64996,8000,64805,1,0
15000,15000,15000,0,0.0702,463.3,0,6,0,120000,1,4,4,8.56,0,0,14,30937,0.477,29,1,14246.7,14246.7,917.82,917.82,753.3,164.52,0,463.3,0,0,-1,170,243390,0,1,0,0,53,1677,16,0,2,16721,43,64900,0,3,0,2,17385,14061,68.4,169,168,18,18,1,37,,0,3,4,4,10,4,12,24,4,14,0,0,0,100,25,321017,32614,44500,10646,1,0
